Last Update: 2024-10-04 22:10 UTC
            Object         |    Diameter    |             VI Max                                   |          VIs                  |
 Num/des.       Name       |   m  |   *=Y   |      Date/Time   |  IP max  | PS max |TS  | Vel km/s | Years     | IP cum   | PS cum |
AAAAAAAAA AAAAAAAAAAAAAAAA | NNNN |    A    | YYYY-MM-DD HH:MM | EEEEEEEE | NNN.NN | NN |  NNN.NN  | YYYY-YYYY | EEEEEEEE | NNN.NN |
2022UO28                   |    9 |    *    | 2089-10-28 11:28 |  2.43E-4 |  -5.19 |  0 |   16.54  | 2087-2096 |  2.62E-4 |  -5.16 |
2021SQ                     |    7 |    *    | 2062-09-20 22:02 |  2.73E-4 |  -5.19 |  0 |   15.38  | 2062-2068 |  2.94E-4 |  -5.16 |
2024CU                     |   20 |    *    | 2110-02-09 22:42 |  5.63E-5 |  -5.19 |  0 |   13.39  | 2079-2123 |  1.89E-4 |  -4.66 |
2006HF6                    |   40 |    *    | 2070-04-19 01:52 |  2.42E-6 |  -5.20 |  0 |   19.85  | 2053-2112 |  1.00E-5 |  -4.60 |
2007KO4                    |   80 |    *    | 2046-11-23 22:02 |  4.04E-7 |  -5.20 |  0 |   17.42  | 2030-2121 |  1.50E-6 |  -4.77 |
2016VB1                    |    7 |    *    | 2093-11-05 03:09 |  5.81E-4 |  -5.21 |  0 |   12.42  | 2065-2122 |  1.94E-3 |  -4.69 |
2021OV                     |   11 |    *    | 2029-01-18 05:29 |  1.24E-5 |  -5.21 |  0 |   17.90  | 2029-2119 |  2.13E-5 |  -5.14 |
2021FM2                    |    3 |    *    | 2070-03-21 09:03 |  1.56E-3 |  -5.23 |  0 |   15.58  | 2070-2083 |  1.57E-3 |  -5.23 |
2023WG2                    |   16 |    *    | 2089-11-17 21:31 |  2.25E-5 |  -5.24 |  0 |   24.73  | 2089-2121 |  4.04E-5 |  -4.99 |
2020WG5                    |   10 |    *    | 2086-11-25 01:18 |  2.21E-4 |  -5.25 |  0 |   12.67  | 2086-2121 |  2.96E-4 |  -5.16 |
2021EO2                    |   10 |    *    | 2037-03-25 05:52 |  5.40E-5 |  -5.25 |  0 |   12.60  | 2037-2121 |  8.63E-5 |  -5.19 |
2013GM3                    |   21 |    *    | 2073-04-13 21:31 |  2.88E-5 |  -5.26 |  0 |   13.28  | 2028-2122 |  1.48E-4 |  -4.47 |
2002VU17                   |   40 |    *    | 2084-11-16 21:35 |  4.20E-6 |  -5.28 |  0 |   17.66  | 2084-2099 |  1.32E-5 |  -4.84 |
2020PQ2                    |   50 |    *    | 2066-08-19 07:04 |  1.20E-6 |  -5.28 |  0 |   23.28  | 2066-2093 |  1.37E-6 |  -5.24 |
2020XE                     |   21 |    *    | 2040-05-27 05:12 |  3.22E-6 |  -5.28 |  0 |   26.58  | 2040-2075 |  3.24E-6 |  -5.28 |
2024BY15                   |   16 |    *    | 2095-03-21 14:43 |  8.15E-5 |  -5.28 |  0 |   11.19  | 2087-2123 |  4.76E-4 |  -4.52 |
2020DJ1                    |   40 |    *    | 2114-07-30 21:12 |  6.93E-6 |  -5.29 |  0 |   17.94  | 2101-2121 |  1.34E-5 |  -5.00 |
2021EL3                    |    6 |    *    | 2101-03-07 01:18 |  7.85E-4 |  -5.29 |  0 |   12.42  | 2088-2122 |  2.73E-3 |  -4.77 |
2023HV5                    |   14 |    *    | 2089-05-02 13:30 |  8.11E-5 |  -5.30 |  0 |   14.30  | 2081-2095 |  8.62E-5 |  -5.27 |
2016SA2                    |    9 |    *    | 2120-09-25 20:01 |  4.86E-4 |  -5.30 |  0 |   12.33  | 2110-2122 |  1.40E-3 |  -4.83 |
2020JK                     |   60 |    *    | 2084-05-17 23:39 |  1.26E-6 |  -5.30 |  0 |   22.02  | 2066-2121 |  9.27E-6 |  -4.58 |
2023XJ2                    |   50 |    *    | 2109-12-03 09:34 |  5.00E-6 |  -5.30 |  0 |   12.82  | 2109-2109 |  5.00E-6 |  -5.30 |
2023TL3                    |   30 |    *    | 2066-10-06 17:52 |  4.13E-6 |  -5.31 |  0 |   19.76  | 2066-2071 |  4.68E-6 |  -5.26 |
2013BL18                   |   23 |    *    | 2086-01-14 07:26 |  1.53E-5 |  -5.31 |  0 |   18.06  | 2083-2092 |  2.18E-5 |  -5.16 |
2011EB74                   |   14 |    *    | 2054-03-16 12:19 |  3.25E-5 |  -5.31 |  0 |   13.39  | 2033-2119 |  2.24E-4 |  -4.55 |
2022UL11                   |    6 |    *    | 2103-10-24 21:40 |  7.08E-4 |  -5.32 |  0 |   14.29  | 2096-2121 |  1.64E-3 |  -4.98 |
2006BC8                    |   30 |    *    | 2103-07-27 11:10 |  7.85E-6 |  -5.33 |  0 |   17.26  | 2050-2121 |  1.32E-5 |  -5.07 |
2022YW6                    |    7 |    *    | 2046-12-22 03:12 |  4.47E-5 |  -5.33 |  0 |   31.41  | 2046-2090 |  8.29E-5 |  -5.08 |
2020BK3                    |   15 |    *    | 2091-01-20 21:00 |  5.87E-5 |  -5.34 |  0 |   15.26  | 2091-2118 |  5.91E-5 |  -5.34 |
2017SH33                   |  700 |    *    | 2026-04-30 08:35 |  6.55E-9 |  -5.36 |  0 |   27.67  | 2026-2086 |  7.23E-9 |  -5.36 |
2021JA1                    |   28 |    *    | 2119-05-08 02:53 |  8.83E-6 |  -5.37 |  0 |   23.77  | 2107-2121 |  1.77E-5 |  -5.06 |
2015KG158                  |    8 |    *    | 2071-05-14 21:29 |  2.09E-4 |  -5.37 |  0 |   13.57  | 2045-2121 |  2.66E-4 |  -5.28 |
2022WF1                    |   50 |    *    | 2110-11-10 15:02 |  3.37E-6 |  -5.37 |  0 |   16.33  | 2110-2122 |  4.73E-6 |  -5.23 |
2014UD57                   |   25 |    *    | 2086-10-21 05:08 |  1.61E-5 |  -5.38 |  0 |   14.18  | 2076-2120 |  2.35E-5 |  -5.26 |
2010XB                     |    4 |    *    | 2036-11-30 06:03 |  1.08E-4 |  -5.38 |  0 |   22.49  | 2036-2048 |  1.08E-4 |  -5.38 |
2006QN111                  |   70 |    *    | 2079-08-16 11:08 |  1.41E-6 |  -5.39 |  0 |   15.37  | 2079-2079 |  1.41E-6 |  -5.39 |
2000LG6                    |    5 |    *    | 2088-05-27 05:44 |  7.97E-4 |  -5.39 |  0 |   11.38  | 2082-2122 |  1.44E-3 |  -5.15 |
2007DS7                    |   24 |    *    | 2075-02-17 10:06 |  1.03E-5 |  -5.39 |  0 |   16.68  | 2048-2121 |  2.14E-5 |  -5.16 |
2014YN                     |   26 |    *    | 2110-11-10 12:13 |  2.72E-5 |  -5.39 |  0 |   11.65  | 2093-2119 |  9.56E-5 |  -4.84 |
2023XZ11                   |   30 |    *    | 2078-12-15 10:23 |  3.64E-6 |  -5.40 |  0 |   18.34  | 2078-2078 |  3.64E-6 |  -5.40 |
2006SC                     |   30 |    *    | 2053-09-13 14:41 |  3.09E-6 |  -5.40 |  0 |   16.57  | 2053-2121 |  3.10E-6 |  -5.40 |
2012SY49                   |   25 |    *    | 2048-09-28 18:27 |  3.80E-6 |  -5.40 |  0 |   19.23  | 2031-2120 |  9.29E-6 |  -5.09 |
2020YN                     |   11 |    *    | 2046-12-15 21:21 |  2.59E-5 |  -5.40 |  0 |   19.67  | 2046-2047 |  2.76E-5 |  -5.37 |
2004VM24                   |   29 |    *    | 2090-11-13 06:00 |  8.84E-6 |  -5.41 |  0 |   17.05  | 2049-2119 |  2.82E-5 |  -4.88 |
2005XA8                    |   23 |    *    | 2076-12-05 17:43 |  7.88E-6 |  -5.41 |  0 |   16.47  | 2063-2091 |  2.98E-5 |  -4.84 |
2021RF16                   |    6 |    *    | 2052-09-16 11:39 |  2.47E-4 |  -5.41 |  0 |   14.02  | 2049-2053 |  2.74E-4 |  -5.36 |
2005EL70                   |   60 |    *    | 2034-03-05 23:20 |  1.16E-7 |  -5.42 |  0 |   37.25  | 2034-2058 |  1.16E-7 |  -5.42 |
2022UU14                   |   50 |    *    | 2094-06-22 00:18 |  1.08E-6 |  -5.42 |  0 |   31.03  | 2048-2115 |  2.29E-6 |  -4.95 |
2024DB1                    |   80 |    *    | 2090-02-13 17:00 |  3.03E-7 |  -5.42 |  0 |   26.02  | 2067-2109 |  4.08E-7 |  -5.27 |
2024JN3                    |   15 |    *    | 2083-05-11 01:15 |  2.81E-5 |  -5.42 |  0 |   17.10  | 2076-2092 |  2.87E-5 |  -5.41 |
2023HD6                    |   12 |    *    | 2077-04-15 16:31 |  6.20E-5 |  -5.43 |  0 |   14.38  | 2077-2077 |  6.46E-5 |  -5.41 |
2019SJ                     |   11 |    *    | 2095-09-16 20:50 |  1.10E-4 |  -5.43 |  0 |   14.05  | 2062-2122 |  1.70E-4 |  -5.23 |
2009FZ10                   |   28 |    *    | 2115-03-16 20:20 |  1.05E-5 |  -5.43 |  0 |   17.16  | 2111-2115 |  1.10E-5 |  -5.41 |
2020VN1                    |   10 |    *    | 2115-11-03 04:45 |  3.01E-4 |  -5.43 |  0 |   11.56  | 2115-2115 |  3.01E-4 |  -5.43 |
2011SM173                  |   10 |    *    | 2058-09-22 03:54 |  4.82E-5 |  -5.44 |  0 |   18.09  | 2058-2120 |  5.80E-5 |  -5.40 |
2017FN1                    |  2.8 |    *    | 2033-03-20 22:58 |  2.10E-4 |  -5.45 |  0 |   21.14  | 2033-2072 |  2.18E-4 |  -5.45 |
2007UO6                    |   12 |    *    | 2031-10-17 06:01 |  7.89E-6 |  -5.45 |  0 |   16.18  | 2031-2113 |  1.97E-5 |  -5.23 |
2023XU5                    |   13 |    *    | 2104-12-09 01:27 |  6.58E-5 |  -5.46 |  0 |   13.99  | 2089-2115 |  9.14E-5 |  -5.31 |
2019FE                     |   50 |    *    | 2106-03-18 05:28 |  2.33E-6 |  -5.47 |  0 |   14.95  | 2095-2106 |  2.60E-6 |  -5.42 |
2014OM207                  |    6 |    *    | 2101-07-25 21:35 |  6.46E-4 |  -5.47 |  0 |   13.86  | 2101-2101 |  6.48E-4 |  -5.47 |
2021UT5                    |    8 |    *    | 2096-10-30 04:21 |  2.02E-4 |  -5.47 |  0 |   16.47  | 2075-2096 |  2.45E-4 |  -5.38 |
2013WM                     |   60 |    *    | 2047-11-20 11:34 |  1.26E-7 |  -5.47 |  0 |   37.48  | 2047-2105 |  4.31E-7 |  -5.26 |
2020ED                     |   16 |    *    | 2096-04-15 17:55 |  5.63E-5 |  -5.48 |  0 |   13.23  | 2096-2117 |  8.20E-5 |  -5.34 |
2005CC37                   |  110 |    *    | 2117-01-13 15:54 |  6.01E-7 |  -5.48 |  0 |   14.00  | 2117-2117 |  6.01E-7 |  -5.48 |
2008PK9                    |   80 |    *    | 2057-08-10 18:32 |  1.67E-7 |  -5.48 |  0 |   27.72  | 2057-2066 |  2.37E-7 |  -5.35 |
2022KV6                    |   60 |    *    | 2070-05-27 10:06 |  3.42E-7 |  -5.48 |  0 |   27.63  | 2070-2070 |  5.96E-7 |  -5.24 |
2010VW194                  |   17 |    *    | 2079-11-12 19:43 |  2.56E-5 |  -5.49 |  0 |   13.34  | 2047-2121 |  9.97E-5 |  -4.95 |
2012BY1                    |   25 |    *    | 2043-01-25 16:49 |  1.93E-6 |  -5.49 |  0 |   21.39  | 2043-2117 |  3.73E-6 |  -5.35 |
2023JF                     |   11 |    *    | 2077-05-10 07:08 |  7.39E-5 |  -5.50 |  0 |   13.11  | 2061-2108 |  1.62E-4 |  -5.17 |
2020GZ2                    |    9 |    *    | 2049-04-20 00:47 |  5.95E-5 |  -5.50 |  0 |   14.70  | 2049-2054 |  6.00E-5 |  -5.50 |
2019LW4                    |   13 |    *    | 2083-06-08 18:50 |  5.78E-5 |  -5.51 |  0 |   14.12  | 2083-2119 |  6.25E-5 |  -5.48 |
2012WS3                    |   24 |    *    | 2117-05-23 07:05 |  1.96E-5 |  -5.51 |  0 |   14.23  | 2082-2122 |  3.41E-5 |  -5.25 |
2018XQ2                    |    9 |    *    | 2091-01-06 08:43 |  2.19E-4 |  -5.51 |  0 |   11.83  | 2068-2122 |  6.79E-4 |  -5.04 |
2016BA15                   |   16 |    *    | 2056-07-18 21:13 |  1.08E-5 |  -5.51 |  0 |   19.42  | 2054-2118 |  1.66E-5 |  -5.38 |
2024BX5                    |   11 |    *    | 2083-12-22 12:33 |  8.32E-5 |  -5.51 |  0 |   11.74  | 2083-2122 |  1.62E-4 |  -5.27 |
2022TG1                    |   27 |    *    | 2106-10-01 02:44 |  1.38E-5 |  -5.52 |  0 |   12.59  | 2101-2120 |  2.32E-5 |  -5.29 |
2020OR4                    |   28 |    *    | 2093-01-20 03:08 |  4.61E-6 |  -5.52 |  0 |   24.14  | 2093-2121 |  1.06E-5 |  -5.20 |
2002TY59                   |   24 |    *    | 2110-10-03 10:52 |  1.09E-5 |  -5.52 |  0 |   13.88  | 2074-2118 |  1.68E-5 |  -5.33 |
2023JK                     |   40 |    *    | 2096-05-17 06:21 |  3.36E-6 |  -5.52 |  0 |   14.91  | 2096-2096 |  3.64E-6 |  -5.49 |
2007UN12                   |    6 |    *    | 2089-09-18 03:02 |  4.60E-4 |  -5.54 |  0 |   11.29  | 2089-2121 |  6.22E-4 |  -5.44 |
2022SA11                   |    7 |    *    | 2097-09-18 05:30 |  3.74E-4 |  -5.54 |  0 |   12.96  | 2076-2121 |  7.94E-4 |  -5.21 |
2021LQ                     |   50 |    *    | 2112-05-29 18:22 |  1.02E-6 |  -5.55 |  0 |   26.69  | 2093-2112 |  1.27E-6 |  -5.45 |
2016CD30                   |   10 |    *    | 2070-01-31 17:21 |  5.39E-5 |  -5.56 |  0 |   15.36  | 2056-2070 |  5.76E-5 |  -5.53 |
2019SX                     |    5 |    *    | 2077-09-21 08:08 |  3.93E-4 |  -5.56 |  0 |   18.26  | 2046-2121 |  6.05E-4 |  -5.34 |
2017UL7                    |   50 |    *    | 2041-03-19 22:49 |  3.76E-7 |  -5.56 |  0 |   19.68  | 2041-2041 |  3.76E-7 |  -5.56 |
2023XT20                   |   26 |    *    | 2111-07-20 06:17 |  5.97E-6 |  -5.57 |  0 |   20.40  | 2076-2111 |  1.09E-5 |  -5.31 |
2008YO2                    |   30 |    *    | 2120-12-25 01:58 |  4.68E-6 |  -5.57 |  0 |   19.90  | 2052-2121 |  1.21E-5 |  -5.08 |
2018NW                     |   10 |    *    | 2117-07-09 03:35 |  6.23E-5 |  -5.57 |  0 |   23.91  | 2067-2117 |  2.21E-4 |  -4.98 |
2020UO4                    |    7 |    *    | 2120-10-20 13:26 |  4.98E-4 |  -5.57 |  0 |   11.63  | 2118-2120 |  5.69E-4 |  -5.51 |
2013WZ44                   |   26 |    *    | 2117-11-25 20:36 |  1.01E-5 |  -5.58 |  0 |   16.81  | 2111-2117 |  1.33E-5 |  -5.45 |
2009CZ1                    |   40 |    *    | 2058-02-19 01:03 |  5.15E-7 |  -5.58 |  0 |   20.97  | 2058-2118 |  9.21E-7 |  -5.42 |
2021XV                     |    4 |    *    | 2045-11-30 05:26 |  3.60E-4 |  -5.58 |  0 |   15.46  | 2045-2118 |  3.63E-4 |  -5.58 |
2018GE2                    |   15 |    *    | 2074-10-31 09:33 |  3.18E-5 |  -5.60 |  0 |   12.74  | 2060-2122 |  8.18E-5 |  -5.27 |
2011BG10                   |   19 |    *    | 2051-01-24 09:48 |  5.59E-6 |  -5.60 |  0 |   16.63  | 2051-2074 |  1.04E-5 |  -5.34 |
2020HL1                    |   30 |    *    | 2055-05-22 18:41 |  2.58E-6 |  -5.60 |  0 |   14.59  | 2055-2066 |  3.41E-6 |  -5.51 |
2005NX55                   |  140 |    *    | 2026-01-06 09:38 |  1.58E-9 |  -5.60 |  0 |   27.20  | 2025-2122 |  5.86E-8 |  -4.92 |
2007CC27                   |   14 |    *    | 2075-02-12 10:03 |  2.16E-5 |  -5.61 |  0 |   15.60  | 2067-2096 |  7.78E-5 |  -5.11 |
2014QC391                  |   11 |    *    | 2100-09-07 05:56 |  7.96E-5 |  -5.61 |  0 |   13.53  | 2085-2120 |  1.09E-4 |  -5.47 |
2022XO1                    |   18 |    *    | 2099-12-14 01:23 |  2.64E-5 |  -5.62 |  0 |   14.32  | 2099-2120 |  3.14E-5 |  -5.56 |
2024BZ15                   |   20 |    *    | 2031-11-06 16:02 |  1.30E-6 |  -5.63 |  0 |   15.94  | 2031-2121 |  4.02E-6 |  -5.48 |
2021QY3                    |   25 |    *    | 2110-09-07 18:38 |  9.46E-6 |  -5.64 |  0 |   16.51  | 2089-2120 |  3.87E-5 |  -5.03 |
2022KK2                    |    7 |    *    | 2060-05-19 08:52 |  6.18E-5 |  -5.64 |  0 |   19.13  | 2060-2120 |  9.42E-5 |  -5.54 |
2023XN15                   |   17 |    *    | 2091-12-15 04:17 |  1.03E-5 |  -5.64 |  0 |   22.46  | 2087-2091 |  1.95E-5 |  -5.35 |
2008KO                     |   50 |    *    | 2052-06-01 14:22 |  3.13E-7 |  -5.65 |  0 |   26.06  | 2049-2061 |  5.99E-7 |  -5.36 |
2009JL2                    |   22 |    *    | 2057-05-13 16:20 |  4.11E-6 |  -5.65 |  0 |   17.01  | 2057-2113 |  4.35E-6 |  -5.64 |
2013HN158                  |   50 |    *    | 2053-04-11 18:04 |  1.13E-6 |  -5.65 |  0 |   11.18  | 2053-2107 |  1.13E-6 |  -5.65 |
2018EE9                    |   20 |    *    | 2115-03-09 15:16 |  1.03E-5 |  -5.66 |  0 |   19.47  | 2080-2115 |  1.07E-5 |  -5.64 |
2021VA9                    |   17 |    *    | 2097-05-17 22:48 |  2.59E-5 |  -5.66 |  0 |   13.12  | 2030-2106 |  2.62E-5 |  -5.66 |
2022QC1                    |   30 |    *    | 2111-08-19 14:36 |  3.41E-6 |  -5.66 |  0 |   19.18  | 2103-2111 |  3.52E-6 |  -5.65 |
2021VB                     |   26 |    *    | 2100-10-20 23:41 |  1.08E-5 |  -5.67 |  0 |   12.80  | 2087-2113 |  4.83E-5 |  -5.04 |
2011AK37                   |   30 |    *    | 2097-01-16 21:59 |  3.60E-6 |  -5.67 |  0 |   16.31  | 2097-2097 |  3.60E-6 |  -5.67 |
2011BF40                   |   40 |    *    | 2083-06-27 11:59 |  1.44E-6 |  -5.67 |  0 |   21.61  | 2083-2083 |  1.44E-6 |  -5.67 |
2020US7                    |   25 |    *    | 2036-04-16 03:42 |  1.75E-6 |  -5.67 |  0 |   13.46  | 2028-2122 |  1.63E-5 |  -5.10 |
2012LJ                     |   26 |    *    | 2072-11-10 21:41 |  2.65E-6 |  -5.68 |  0 |   21.77  | 2051-2072 |  2.80E-6 |  -5.64 |
2019NO2                    |    8 |    *    | 2102-07-04 02:17 |  1.54E-4 |  -5.68 |  0 |   14.18  | 2102-2117 |  1.54E-4 |  -5.68 |
2020XA6                    |   60 |    *    | 2073-12-11 08:38 |  4.39E-7 |  -5.68 |  0 |   23.54  | 2057-2073 |  6.73E-7 |  -5.45 |
2022SG5                    |   23 |    *    | 2116-03-12 03:02 |  5.35E-6 |  -5.68 |  0 |   26.72  | 2090-2116 |  7.76E-6 |  -5.50 |
2011BL45                   |   13 |    *    | 2071-08-01 12:05 |  3.77E-5 |  -5.69 |  0 |   11.31  | 2050-2118 |  7.72E-5 |  -5.39 |
2024GO                     |   18 |    *    | 2073-04-05 14:08 |  3.13E-6 |  -5.69 |  0 |   31.80  | 2073-2084 |  3.20E-6 |  -5.68 |
2013RO30                   |    7 |    *    | 2090-09-04 21:18 |  1.41E-4 |  -5.70 |  0 |   14.52  | 2083-2090 |  1.44E-4 |  -5.69 |
2021JE1                    |   17 |    *    | 2064-06-03 15:53 |  1.35E-5 |  -5.70 |  0 |   13.85  | 2064-2121 |  5.73E-5 |  -5.26 |
2018NJ                     |    9 |    *    | 2083-07-10 01:19 |  7.57E-5 |  -5.71 |  0 |   12.62  | 2083-2119 |  1.43E-4 |  -5.44 |
2008ST                     |   13 |    *    | 2116-09-25 15:45 |  6.13E-5 |  -5.71 |  0 |   11.64  | 2056-2121 |  1.26E-4 |  -5.32 |
2009FJ                     |   40 |    *    | 2117-03-15 05:01 |  3.84E-6 |  -5.71 |  0 |   14.33  | 2058-2121 |  8.50E-6 |  -5.29 |
2019UT                     |    9 |    *    | 2106-10-25 12:55 |  9.50E-5 |  -5.71 |  0 |   15.61  | 2103-2112 |  1.76E-4 |  -5.44 |
2016DA31                   |    4 |    *    | 2031-09-04 20:12 |  6.42E-5 |  -5.71 |  0 |   17.70  | 2028-2121 |  2.04E-4 |  -5.48 |
2010TW149                  |   24 |    *    | 2093-10-07 00:30 |  5.03E-6 |  -5.72 |  0 |   20.40  | 2068-2113 |  8.05E-6 |  -5.52 |
2018PZ21                   |   17 |    *    | 2064-07-27 19:57 |  1.47E-5 |  -5.72 |  0 |   12.83  | 2057-2119 |  2.04E-5 |  -5.65 |
2004GE2                    |  180 |    *    | 2106-05-03 01:58 |  3.05E-8 |  -5.73 |  0 |   23.40  | 2103-2109 |  3.92E-8 |  -5.62 |
2008EV84                   |   21 |    *    | 2041-03-07 15:56 |  8.84E-7 |  -5.73 |  0 |   17.09  | 2041-2106 |  8.91E-7 |  -5.73 |
2019NF7                    |    9 |    *    | 2080-07-07 22:36 |  7.52E-5 |  -5.74 |  0 |   14.52  | 2080-2080 |  7.52E-5 |  -5.74 |
2019SC                     |   13 |    *    | 2051-09-16 03:34 |  1.07E-5 |  -5.74 |  0 |   18.12  | 2051-2051 |  1.07E-5 |  -5.74 |
2021GG1                    |   18 |    *    | 2108-09-13 05:08 |  1.51E-5 |  -5.75 |  0 |   18.56  | 2073-2120 |  4.49E-5 |  -5.26 |
2022EF3                    |   10 |    *    | 2088-03-06 06:15 |  5.28E-5 |  -5.75 |  0 |   15.26  | 2088-2088 |  5.28E-5 |  -5.75 |
2012UU158                  |   15 |    *    | 2070-10-20 05:12 |  1.17E-5 |  -5.75 |  0 |   16.60  | 2038-2070 |  1.23E-5 |  -5.70 |
2017YO5                    |   22 |    *    | 2107-12-24 22:01 |  1.41E-5 |  -5.76 |  0 |   13.37  | 2102-2119 |  2.34E-5 |  -5.56 |
2019GX186                  |   40 |    *    | 2068-10-10 10:13 |  5.79E-7 |  -5.76 |  0 |   24.68  | 2042-2083 |  7.78E-7 |  -5.64 |
2021XU5                    |    5 |    *    | 2059-06-08 00:24 |  9.49E-5 |  -5.77 |  0 |   22.11  | 2040-2105 |  1.78E-4 |  -5.49 |
2024AZ3                    |    6 |    *    | 2101-01-15 11:21 |  1.92E-4 |  -5.77 |  0 |   14.92  | 2089-2117 |  2.37E-4 |  -5.68 |
2024CD                     |   29 |    *    | 2093-01-13 12:30 |  3.98E-6 |  -5.78 |  0 |   14.66  | 2093-2093 |  3.98E-6 |  -5.78 |
2021DR                     |   10 |    *    | 2089-02-07 16:34 |  7.97E-5 |  -5.78 |  0 |   11.70  | 2058-2119 |  1.88E-4 |  -5.35 |
2005TM173                  |   50 |    *    | 2052-11-16 01:43 |  4.74E-7 |  -5.78 |  0 |   15.51  | 2024-2111 |  9.99E-7 |  -5.33 |
2022FP2                    |    8 |    *    | 2054-03-07 10:48 |  6.68E-5 |  -5.78 |  0 |   12.23  | 2054-2122 |  9.21E-5 |  -5.69 |
2023UM4                    |   20 |    *    | 2115-10-24 14:25 |  1.27E-5 |  -5.79 |  0 |   14.52  | 2115-2115 |  1.43E-5 |  -5.74 |
2006UU17                   |   18 |    *    | 2103-10-21 20:29 |  1.39E-5 |  -5.79 |  0 |   14.87  | 2075-2119 |  2.07E-5 |  -5.64 |
2019AU6                    |   18 |    *    | 2097-01-13 16:46 |  1.76E-5 |  -5.79 |  0 |   14.16  | 2064-2118 |  2.30E-5 |  -5.62 |
2015BW516                  |   11 |    *    | 2052-01-30 21:46 |  1.91E-5 |  -5.79 |  0 |   15.95  | 2052-2073 |  5.40E-5 |  -5.39 |
2012BL14                   |    8 |    *    | 2031-01-19 16:56 |  4.16E-6 |  -5.79 |  0 |   23.03  | 2028-2120 |  1.06E-5 |  -5.55 |
2010CS19                   |    9 |    *    | 2104-02-13 15:55 |  9.84E-5 |  -5.80 |  0 |   13.09  | 2104-2116 |  1.02E-4 |  -5.79 |
2017NT5                    |  100 |    *    | 2102-01-12 06:56 |  1.36E-7 |  -5.80 |  0 |   23.04  | 2050-2121 |  5.13E-7 |  -5.26 |
2005VN5                    |   15 |    *    | 2071-11-12 13:38 |  1.95E-5 |  -5.81 |  0 |   12.97  | 2047-2120 |  5.67E-5 |  -5.34 |
2019HS3                    |   15 |    *    | 2055-04-21 19:39 |  3.42E-6 |  -5.81 |  0 |   28.49  | 2055-2083 |  3.66E-6 |  -5.79 |
2024RQ10                   |   10 |    *    | 2096-09-14 22:33 |  4.32E-5 |  -5.81 |  0 |   15.73  | 2096-2116 |  4.48E-5 |  -5.80 |
2010JL88                   |   16 |    *    | 2082-05-18 21:18 |  1.02E-5 |  -5.82 |  0 |   18.61  | 2035-2122 |  8.07E-5 |  -5.01 |
2012DJ54                   |    7 |    *    | 2068-02-24 13:55 |  9.65E-5 |  -5.82 |  0 |   12.43  | 2068-2122 |  2.42E-4 |  -5.55 |
2018FE4                    |   40 |    *    | 2098-09-26 04:19 |  9.16E-7 |  -5.82 |  0 |   23.52  | 2085-2101 |  1.71E-6 |  -5.55 |
2024RC16                   |   11 |    *    | 2062-09-09 02:11 |  1.20E-5 |  -5.82 |  0 |   21.31  | 2062-2062 |  1.20E-5 |  -5.82 |
2007XZ9                    |   30 |    *    | 2068-11-28 00:30 |  1.02E-6 |  -5.83 |  0 |   17.17  | 2065-2113 |  1.42E-6 |  -5.69 |
2018BN6                    |   16 |    *    | 2089-07-22 17:06 |  1.59E-5 |  -5.83 |  0 |   15.16  | 2073-2120 |  2.53E-5 |  -5.66 |
2021RF12                   |    9 |    *    | 2055-09-11 05:15 |  2.52E-5 |  -5.83 |  0 |   16.61  | 2055-2083 |  6.13E-5 |  -5.53 |
2018TB                     |   40 |    *    | 2103-10-08 12:15 |  2.45E-6 |  -5.84 |  0 |   14.34  | 2103-2103 |  2.45E-6 |  -5.84 |
2004PU42                   |   13 |    *    | 2085-08-17 01:27 |  1.47E-5 |  -5.84 |  0 |   15.07  | 2071-2121 |  8.06E-5 |  -5.12 |
2010UH                     |   13 |    *    | 2115-07-14 11:26 |  3.73E-5 |  -5.84 |  0 |   13.06  | 2047-2121 |  5.79E-5 |  -5.53 |
2021UO1                    |    9 |    *    | 2046-10-25 10:54 |  1.20E-5 |  -5.84 |  0 |   21.62  | 2038-2110 |  1.83E-5 |  -5.67 |
2019FA                     |    7 |    *    | 2036-03-14 11:16 |  3.42E-5 |  -5.84 |  0 |   12.54  | 2036-2102 |  7.46E-5 |  -5.61 |
2024HQ                     |    5 |    *    | 2082-04-20 10:26 |  2.40E-4 |  -5.84 |  0 |   13.36  | 2078-2103 |  2.59E-4 |  -5.81 |
2023RH2                    |   60 |    *    | 2121-09-13 06:49 |  3.57E-7 |  -5.85 |  0 |   24.89  | 2092-2121 |  4.09E-7 |  -5.78 |
2019JR2                    |   14 |    *    | 2114-05-01 19:04 |  2.31E-5 |  -5.85 |  0 |   17.42  | 2079-2122 |  2.94E-5 |  -5.73 |
2020CO2                    |   17 |    *    | 2087-07-20 03:36 |  9.16E-6 |  -5.85 |  0 |   19.25  | 2048-2113 |  1.33E-5 |  -5.70 |
2022UT16                   |   15 |    *    | 2105-10-25 18:43 |  2.30E-5 |  -5.86 |  0 |   13.70  | 2105-2105 |  2.30E-5 |  -5.86 |
443104            2013XK22 |   50 |    *    | 2101-06-20 07:38 |  1.18E-6 |  -5.86 |  0 |   13.14  | 2101-2102 |  1.18E-6 |  -5.86 |
2017UA45                   |   24 |    *    | 2119-10-14 15:05 |  1.15E-5 |  -5.87 |  0 |   12.42  | 2099-2120 |  1.39E-5 |  -5.78 |
