Last Update: 2024-10-04 22:10 UTC
            Object         |    Diameter    |             VI Max                                   |          VIs                  |
 Num/des.       Name       |   m  |   *=Y   |      Date/Time   |  IP max  | PS max |TS  | Vel km/s | Years     | IP cum   | PS cum |
AAAAAAAAA AAAAAAAAAAAAAAAA | NNNN |    A    | YYYY-MM-DD HH:MM | EEEEEEEE | NNN.NN | NN |  NNN.NN  | YYYY-YYYY | EEEEEEEE | NNN.NN |
2017HZ4                    |   25 |    *    | 2106-05-30 23:38 |  6.58E-7 |  -6.99 |  0 |   12.65  | 2091-2120 |  8.77E-7 |  -6.84 |
2014AG51                   |    3 |    *    | 2049-08-27 09:06 |  1.10E-5 |  -6.99 |  0 |   18.55  | 2049-2120 |  6.23E-5 |  -6.43 |
2023RK5                    |    6 |    *    | 2115-09-11 08:42 |  1.74E-5 |  -7.00 |  0 |   15.00  | 2064-2122 |  5.29E-5 |  -6.50 |
2009TB                     |    5 |    *    | 2025-09-30 15:20 |  1.07E-6 |  -7.00 |  0 |   14.15  | 2025-2083 |  8.90E-6 |  -6.73 |
2004FM4                    |   40 |    *    | 2119-03-23 07:51 |  9.00E-8 |  -7.00 |  0 |   18.57  | 2119-2119 |  9.00E-8 |  -7.00 |
2021EF3                    |    5 |    *    | 2109-03-01 11:10 |  3.51E-5 |  -7.00 |  0 |   11.67  | 2109-2121 |  8.75E-5 |  -6.63 |
2021XZ2                    |   22 |    *    | 2113-12-14 07:49 |  3.75E-7 |  -7.00 |  0 |   21.76  | 2113-2116 |  5.51E-7 |  -6.84 |
2013UR1                    |   10 |    *    | 2050-10-21 19:10 |  6.08E-7 |  -7.00 |  0 |   24.41  | 2043-2067 |  8.28E-7 |  -6.86 |
2005UA1                    |   19 |    *    | 2036-10-19 18:37 |  9.58E-8 |  -7.00 |  0 |   18.45  | 2036-2036 |  1.92E-7 |  -6.70 |
2023DX                     |   24 |    *    | 2102-07-15 08:26 |  3.97E-7 |  -7.01 |  0 |   16.93  | 2100-2119 |  1.09E-6 |  -6.60 |
2022UF                     |   13 |    *    | 2101-10-14 20:12 |  1.89E-6 |  -7.01 |  0 |   15.49  | 2101-2101 |  1.92E-6 |  -7.00 |
2008GM2                    |    7 |    *    | 2093-04-03 06:25 |  8.89E-6 |  -7.01 |  0 |   12.10  | 2085-2120 |  3.18E-5 |  -6.52 |
2021VZ22                   |    8 |    *    | 2117-11-22 03:15 |  8.70E-6 |  -7.01 |  0 |   14.62  | 2072-2121 |  1.70E-5 |  -6.72 |
2022GB2                    |    6 |    *    | 2084-03-29 09:02 |  1.39E-5 |  -7.01 |  0 |   12.52  | 2065-2102 |  2.55E-5 |  -6.71 |
2018FX4                    |   27 |    *    | 2120-03-23 03:46 |  1.71E-7 |  -7.01 |  0 |   25.43  | 2120-2122 |  2.25E-7 |  -6.89 |
2017VV12                   |    9 |    *    | 2062-11-15 22:00 |  3.08E-6 |  -7.01 |  0 |   12.82  | 2062-2120 |  5.49E-6 |  -6.87 |
2010UR7                    |   12 |    *    | 2079-10-28 18:30 |  1.35E-6 |  -7.02 |  0 |   17.38  | 2079-2120 |  3.27E-6 |  -6.67 |
2021TG10                   |   11 |    *    | 2083-10-05 19:02 |  2.43E-6 |  -7.02 |  0 |   16.70  | 2058-2083 |  2.58E-6 |  -6.97 |
2018FK5                    |    8 |    *    | 2110-10-03 22:21 |  6.44E-6 |  -7.02 |  0 |   15.87  | 2080-2117 |  9.37E-6 |  -6.82 |
2023TJ4                    |    5 |    *    | 2095-10-08 06:18 |  1.26E-5 |  -7.02 |  0 |   16.76  | 2080-2095 |  2.10E-5 |  -6.77 |
2020GZ1                    |   14 |    *    | 2099-04-03 00:20 |  5.37E-7 |  -7.03 |  0 |   25.29  | 2039-2122 |  1.17E-5 |  -5.94 |
2010GV23                   |   11 |    *    | 2121-04-06 14:05 |  5.11E-6 |  -7.03 |  0 |   12.44  | 2096-2121 |  5.48E-6 |  -6.99 |
2015HR182                  |  190 |    *    | 2073-10-17 14:39 | 7.22E-10 |  -7.03 |  0 |   21.04  | 2053-2107 |  3.84E-9 |  -6.34 |
2017RP16                   |   13 |    *    | 2065-09-08 02:33 |  1.06E-6 |  -7.03 |  0 |   15.22  | 2065-2121 |  3.81E-6 |  -6.65 |
2017YO3                    |    9 |    *    | 2049-12-19 19:50 |  2.21E-6 |  -7.03 |  0 |   13.93  | 2049-2104 |  6.10E-6 |  -6.72 |
2017HJ61                   |    6 |    *    | 2029-04-22 20:41 |  6.76E-7 |  -7.03 |  0 |   17.60  | 2029-2029 |  6.76E-7 |  -7.03 |
2012XL55                   |   13 |    *    | 2025-12-08 23:47 |  2.64E-8 |  -7.03 |  0 |   21.90  | 2025-2056 |  5.14E-8 |  -6.79 |
2023XP13                   |   29 |    *    | 2095-06-01 16:14 |  1.26E-7 |  -7.03 |  0 |   21.24  | 2095-2103 |  1.26E-7 |  -7.03 |
2024TG                     |    8 |    *    | 2089-09-29 10:14 |  4.73E-6 |  -7.03 |  0 |   15.26  | 2089-2096 |  5.56E-6 |  -6.97 |
2022WQ6                    |   19 |    *    | 2074-12-08 20:24 |  4.19E-7 |  -7.04 |  0 |   17.01  | 2070-2120 |  8.07E-7 |  -6.81 |
2019QE7                    |   16 |    *    | 2097-08-24 08:03 |  1.05E-6 |  -7.04 |  0 |   15.15  | 2097-2097 |  1.05E-6 |  -7.04 |
2019NP5                    |   11 |    *    | 2121-06-27 01:14 |  5.09E-6 |  -7.04 |  0 |   12.29  | 2111-2121 |  7.63E-6 |  -6.86 |
2023ST2                    |   22 |    *    | 2078-03-13 03:56 |  1.51E-7 |  -7.05 |  0 |   23.80  | 2078-2078 |  1.51E-7 |  -7.05 |
2023FZ48                   |    5 |    *    | 2105-03-18 21:44 |  1.89E-5 |  -7.05 |  0 |   14.89  | 2105-2105 |  1.89E-5 |  -7.05 |
2018WJ                     |   10 |    *    | 2045-11-17 22:13 |  4.91E-7 |  -7.05 |  0 |   22.04  | 2045-2096 |  1.46E-6 |  -6.68 |
2020SN5                    |    9 |    *    | 2043-09-24 00:48 |  1.05E-6 |  -7.05 |  0 |   17.36  | 2043-2113 |  1.60E-6 |  -6.99 |
2023UY3                    |   16 |    *    | 2119-04-20 13:14 |  1.72E-6 |  -7.06 |  0 |   12.07  | 2086-2121 |  3.32E-6 |  -6.72 |
2018RQ4                    |   16 |    *    | 2098-11-21 01:55 |  1.49E-6 |  -7.06 |  0 |   13.06  | 2098-2119 |  3.33E-6 |  -6.73 |
2021LC4                    |   19 |    *    | 2122-06-13 00:15 |  6.80E-7 |  -7.06 |  0 |   18.91  | 2112-2122 |  6.80E-7 |  -7.06 |
2021TX2                    |   30 |    *    | 2115-10-18 16:25 |  2.15E-7 |  -7.06 |  0 |   15.91  | 2115-2115 |  2.15E-7 |  -7.06 |
2020TF6                    |   11 |    *    | 2056-10-20 06:26 |  1.00E-6 |  -7.06 |  0 |   16.80  | 2056-2075 |  3.00E-6 |  -6.68 |
2009BR5                    |  130 |    *    | 2059-07-21 06:40 |  1.75E-9 |  -7.06 |  0 |   21.12  | 2059-2059 |  1.75E-9 |  -7.06 |
2024LG5                    |   17 |    *    | 2122-12-17 08:10 |  1.11E-6 |  -7.06 |  0 |   13.73  | 2086-2122 |  2.16E-6 |  -6.70 |
2020PU3                    |   15 |    *    | 2114-08-06 09:50 |  1.47E-6 |  -7.07 |  0 |   14.70  | 2114-2120 |  3.26E-6 |  -6.74 |
2022GF17                   |   17 |    *    | 2121-04-06 05:27 |  8.18E-7 |  -7.07 |  0 |   19.28  | 2065-2122 |  1.59E-6 |  -6.75 |
2023TD167                  |    5 |    *    | 2103-09-30 13:19 |  2.17E-5 |  -7.08 |  0 |   11.70  | 2048-2122 |  4.21E-5 |  -6.76 |
2017DW119                  |   17 |    *    | 2067-01-17 16:16 |  5.54E-7 |  -7.08 |  0 |   14.28  | 2029-2121 |  9.91E-7 |  -6.74 |
2022SL4                    |   23 |    *    | 2118-09-10 21:51 |  3.54E-7 |  -7.08 |  0 |   18.95  | 2118-2118 |  3.54E-7 |  -7.08 |
2001YN2                    |   30 |    *    | 2079-12-16 04:55 |  5.76E-8 |  -7.08 |  0 |   21.81  | 2079-2091 |  9.20E-8 |  -6.90 |
2021TJ15                   |    8 |    *    | 2056-10-17 02:33 |  2.31E-6 |  -7.08 |  0 |   16.54  | 2056-2076 |  2.32E-6 |  -7.08 |
2008EL68                   |    9 |    *    | 2027-02-25 23:58 |  4.40E-7 |  -7.08 |  0 |   11.97  | 2025-2097 |  2.62E-6 |  -6.64 |
2024GO1                    |   13 |    *    | 2043-06-11 02:11 |  3.94E-7 |  -7.08 |  0 |   14.18  | 2043-2122 |  1.27E-6 |  -6.91 |
2013VD17                   |   14 |    *    | 2117-11-12 15:56 |  1.59E-6 |  -7.09 |  0 |   16.16  | 2075-2117 |  1.60E-6 |  -7.09 |
2015WP2                    |    3 |    *    | 2089-11-19 22:14 |  2.81E-5 |  -7.09 |  0 |   16.87  | 2077-2120 |  5.51E-5 |  -6.78 |
2024MS1                    |   23 |    *    | 2102-07-02 11:19 |  2.41E-7 |  -7.09 |  0 |   19.12  | 2102-2115 |  2.46E-7 |  -7.08 |
2024CN8                    |    6 |    *    | 2051-11-29 05:04 |  4.95E-6 |  -7.10 |  0 |   11.56  | 2040-2122 |  3.14E-5 |  -6.48 |
2023OS3                    |   10 |    *    | 2118-08-07 18:22 |  4.83E-6 |  -7.10 |  0 |   12.07  | 2088-2123 |  1.43E-5 |  -6.59 |
2001HJ31                   |   60 |    *    | 2122-04-12 03:10 |  4.85E-8 |  -7.10 |  0 |   16.03  | 2119-2122 |  4.91E-8 |  -7.09 |
2007EZ25                   |   25 |    *    | 2097-03-04 05:13 |  1.18E-7 |  -7.10 |  0 |   23.60  | 2050-2097 |  3.20E-7 |  -6.63 |
2016AU193                  |   30 |    *    | 2109-12-31 16:10 |  9.25E-8 |  -7.10 |  0 |   24.48  | 2109-2109 |  9.25E-8 |  -7.10 |
2018WH                     |    4 |    *    | 2089-11-16 03:40 |  3.20E-5 |  -7.10 |  0 |   13.46  | 2053-2121 |  2.39E-4 |  -6.21 |
2007CS5                    |   40 |    *    | 2109-07-22 13:54 |  1.22E-7 |  -7.10 |  0 |   12.25  | 2094-2109 |  1.54E-7 |  -6.98 |
2023KT                     |    8 |    *    | 2086-05-17 08:28 |  4.49E-6 |  -7.11 |  0 |   14.02  | 2072-2103 |  6.77E-6 |  -6.92 |
2006GU2                    |   10 |    *    | 2084-10-09 18:16 |  2.77E-6 |  -7.11 |  0 |   13.36  | 2057-2121 |  1.33E-5 |  -6.50 |
2021XP2                    |   29 |    *    | 2081-12-05 15:09 |  2.29E-7 |  -7.11 |  0 |   13.46  | 2081-2109 |  3.51E-7 |  -6.97 |
2016UB26                   |   40 |    *    | 2066-03-14 10:41 |  3.74E-8 |  -7.11 |  0 |   21.47  | 2066-2066 |  3.74E-8 |  -7.11 |
2021LD6                    |   13 |    *    | 2108-06-25 13:58 |  2.56E-6 |  -7.12 |  0 |   11.55  | 2106-2121 |  6.75E-6 |  -6.70 |
2021WC3                    |    7 |    *    | 2096-12-02 13:39 |  5.22E-6 |  -7.12 |  0 |   17.07  | 2070-2121 |  1.78E-5 |  -6.65 |
2012PB20                   |   40 |    *    | 2099-02-10 10:05 |  1.70E-7 |  -7.12 |  0 |   11.89  | 2087-2120 |  2.73E-7 |  -6.94 |
2021WE3                    |   30 |    *    | 2118-11-25 21:28 |  1.68E-7 |  -7.12 |  0 |   17.09  | 2027-2118 |  2.60E-7 |  -6.91 |
2021TV10                   |   10 |    *    | 2078-10-15 06:47 |  1.84E-6 |  -7.13 |  0 |   16.20  | 2069-2078 |  4.32E-6 |  -6.75 |
2022GP                     |   19 |    *    | 2103-04-11 03:50 |  3.66E-7 |  -7.13 |  0 |   20.65  | 2087-2121 |  5.41E-7 |  -6.95 |
2019WF24                   |   10 |    *    | 2061-11-21 11:49 |  8.58E-7 |  -7.13 |  0 |   20.54  | 2061-2119 |  1.64E-6 |  -6.93 |
2021AH                     |    7 |    *    | 2043-01-05 00:00 |  7.28E-7 |  -7.13 |  0 |   24.20  | 2043-2118 |  1.81E-6 |  -6.98 |
2023RX4                    |   11 |    *    | 2077-09-06 14:47 |  1.16E-6 |  -7.14 |  0 |   15.63  | 2077-2105 |  1.19E-6 |  -7.13 |
2021UW1                    |   21 |    *    | 2104-11-01 08:46 |  3.76E-7 |  -7.14 |  0 |   17.74  | 2092-2120 |  1.53E-6 |  -6.55 |
2021FP2                    |    4 |    *    | 2113-03-24 22:51 |  4.64E-5 |  -7.14 |  0 |   14.21  | 2074-2122 |  5.47E-5 |  -7.07 |
2021XZ5                    |    8 |    *    | 2078-12-09 22:32 |  4.25E-6 |  -7.15 |  0 |   13.56  | 2078-2122 |  4.95E-6 |  -7.10 |
2021VP11                   |  1.6 |    *    | 2038-11-09 23:37 |  5.02E-5 |  -7.15 |  0 |   14.32  | 2028-2120 |  1.05E-4 |  -7.00 |
2024AD                     |    7 |    *    | 2088-01-06 15:58 |  5.51E-6 |  -7.16 |  0 |   14.73  | 2088-2123 |  6.72E-6 |  -7.10 |
2008UA92                   |   12 |    *    | 2078-11-01 18:36 |  1.33E-6 |  -7.16 |  0 |   13.97  | 2078-2078 |  1.33E-6 |  -7.16 |
2008WO2                    |    4 |    *    | 2092-11-18 23:15 |  2.76E-5 |  -7.16 |  0 |   12.74  | 2065-2121 |  5.51E-5 |  -6.86 |
2019BO                     |    9 |    *    | 2078-01-15 23:12 |  3.40E-6 |  -7.16 |  0 |   13.34  | 2067-2105 |  7.65E-6 |  -6.82 |
2001UD5                    |  110 |    *    | 2068-10-08 12:13 |  2.22E-9 |  -7.17 |  0 |   20.32  | 2068-2068 |  2.22E-9 |  -7.17 |
2006UC64                   |   40 |    *    | 2069-04-18 12:57 |  3.60E-8 |  -7.17 |  0 |   23.03  | 2069-2094 |  1.00E-7 |  -6.79 |
2017TB                     |    5 |    *    | 2095-10-03 14:37 |  1.42E-5 |  -7.17 |  0 |   12.58  | 2053-2120 |  4.98E-5 |  -6.57 |
2019QU3                    |    7 |    *    | 2117-08-19 02:49 |  1.15E-5 |  -7.17 |  0 |   12.92  | 2117-2117 |  1.15E-5 |  -7.17 |
2019NX5                    |    6 |    *    | 2069-06-22 14:37 |  1.07E-5 |  -7.17 |  0 |   11.32  | 2069-2122 |  3.94E-5 |  -6.79 |
2022WM6                    |   10 |    *    | 2071-11-26 18:40 |  7.38E-7 |  -7.17 |  0 |   24.58  | 2071-2097 |  1.03E-6 |  -7.06 |
2024CJ1                    |    8 |    *    | 2119-02-12 16:53 |  6.44E-6 |  -7.17 |  0 |   13.42  | 2064-2123 |  1.15E-5 |  -6.87 |
2016FZ13                   |    8 |    *    | 2122-03-23 09:58 |  8.51E-6 |  -7.18 |  0 |   11.98  | 2108-2122 |  2.01E-5 |  -6.78 |
2020BH3                    |   22 |    *    | 2104-01-24 19:27 |  5.06E-7 |  -7.18 |  0 |   13.27  | 2059-2104 |  9.14E-7 |  -6.92 |
2003WT153                  |    9 |    *    | 2048-08-30 22:09 |  1.58E-6 |  -7.18 |  0 |   12.04  | 2044-2121 |  6.11E-6 |  -6.85 |
2019TC2                    |   10 |    *    | 2113-10-01 04:39 |  2.91E-6 |  -7.19 |  0 |   15.78  | 2110-2119 |  1.43E-5 |  -6.51 |
2022DO3                    |   15 |    *    | 2115-02-28 09:02 |  8.01E-7 |  -7.19 |  0 |   18.59  | 2086-2115 |  1.19E-6 |  -6.96 |
2007UT3                    |   21 |    *    | 2075-08-29 00:11 |  1.84E-7 |  -7.19 |  0 |   14.38  | 2062-2110 |  2.56E-7 |  -7.05 |
2006XV4                    |   30 |    *    | 2101-12-09 11:17 |  1.08E-7 |  -7.19 |  0 |   14.48  | 2101-2101 |  1.08E-7 |  -7.19 |
2015BY3                    |   11 |    *    | 2033-07-11 01:08 |  1.38E-7 |  -7.19 |  0 |   20.02  | 2033-2087 |  9.05E-7 |  -6.87 |
2005SP1                    |   80 |    *    | 2118-09-15 22:43 |  1.24E-8 |  -7.19 |  0 |   19.78  | 2118-2118 |  1.24E-8 |  -7.19 |
2011EL40                   |   18 |    *    | 2120-03-11 01:20 |  4.38E-7 |  -7.20 |  0 |   20.98  | 2073-2120 |  5.22E-7 |  -7.06 |
2002EM7                    |   40 |    *    | 2117-03-09 06:30 |  6.62E-8 |  -7.20 |  0 |   15.19  | 2117-2117 |  6.81E-8 |  -7.19 |
2005UL6                    |   40 |    *    | 2084-11-04 14:39 |  4.03E-8 |  -7.21 |  0 |   17.21  | 2084-2084 |  4.03E-8 |  -7.21 |
2008TS10                   |    6 |    *    | 2078-09-21 10:28 |  7.57E-6 |  -7.21 |  0 |   11.62  | 2068-2116 |  2.01E-5 |  -6.84 |
2008UA202                  |    5 |    *    | 2066-10-12 01:38 |  1.29E-5 |  -7.21 |  0 |   11.41  | 2046-2120 |  1.11E-4 |  -6.36 |
2015VK1                    |   19 |    *    | 2103-11-01 22:50 |  4.06E-7 |  -7.21 |  0 |   18.48  | 2103-2103 |  4.06E-7 |  -7.21 |
2020VN6                    |   11 |    *    | 2118-11-05 14:45 |  2.98E-6 |  -7.21 |  0 |   14.48  | 2098-2118 |  4.00E-6 |  -7.06 |
2017HJ                     |   11 |    *    | 2092-04-16 04:46 |  1.04E-6 |  -7.21 |  0 |   18.57  | 2070-2122 |  4.09E-6 |  -6.65 |
2012XH                     |   22 |    *    | 2121-11-12 19:28 |  5.76E-7 |  -7.21 |  0 |   12.79  | 2095-2121 |  5.95E-7 |  -7.19 |
2022VD                     |    6 |    *    | 2117-11-05 12:31 |  1.18E-5 |  -7.21 |  0 |   13.87  | 2115-2121 |  1.43E-5 |  -7.12 |
2022WC                     |   19 |    *    | 2060-11-14 06:01 |  7.93E-8 |  -7.21 |  0 |   30.32  | 2060-2060 |  7.93E-8 |  -7.21 |
2018FY2                    |   26 |    *    | 2046-02-26 03:21 |  2.96E-8 |  -7.21 |  0 |   21.36  | 2046-2102 |  6.96E-8 |  -7.08 |
2024GW4                    |    6 |    *    | 2102-04-09 22:01 |  5.82E-6 |  -7.21 |  0 |   16.24  | 2099-2102 |  6.23E-6 |  -7.18 |
2024ST                     |    4 |    *    | 2113-09-24 23:51 |  1.53E-5 |  -7.21 |  0 |   15.97  | 2064-2122 |  4.78E-5 |  -6.71 |
2022OZ5                    |   40 |    *    | 2121-04-12 11:29 |  1.02E-7 |  -7.22 |  0 |   16.34  | 2104-2121 |  1.87E-7 |  -6.93 |
2005TA                     |   12 |    *    | 2115-10-06 12:01 |  2.07E-6 |  -7.22 |  0 |   12.18  | 2106-2120 |  2.28E-6 |  -7.18 |
2019PO1                    |   10 |    *    | 2091-08-11 11:57 |  3.81E-6 |  -7.22 |  0 |   11.35  | 2084-2121 |  1.38E-5 |  -6.73 |
2020QJ5                    |   16 |    *    | 2056-08-16 14:36 |  3.51E-7 |  -7.22 |  0 |   15.13  | 2056-2103 |  8.36E-7 |  -7.02 |
2014JV79                   |   29 |    *    | 2024-11-14 04:57 |  2.65E-9 |  -7.22 |  0 |   14.33  | 2024-2116 |  3.96E-8 |  -6.96 |
2022SD29                   |   18 |    *    | 2110-09-16 11:47 |  8.72E-7 |  -7.23 |  0 |   12.01  | 2110-2110 |  8.72E-7 |  -7.23 |
2016JO38                   |   40 |    *    | 2117-09-23 14:28 |  9.40E-8 |  -7.23 |  0 |   13.55  | 2099-2117 |  9.41E-8 |  -7.23 |
2021OK1                    |   13 |    *    | 2111-07-28 20:52 |  1.13E-6 |  -7.24 |  0 |   16.99  | 2111-2111 |  1.13E-6 |  -7.24 |
2020CE1                    |   26 |    *    | 2121-01-25 01:33 |  2.16E-7 |  -7.24 |  0 |   18.36  | 2121-2121 |  2.16E-7 |  -7.24 |
1991BA                     |    6 |    *    | 2032-01-19 17:37 |  6.15E-7 |  -7.24 |  0 |   19.92  | 2026-2115 |  5.29E-6 |  -6.79 |
2018BP6                    |   40 |    *    | 2074-02-03 04:16 |  2.59E-8 |  -7.24 |  0 |   18.09  | 2074-2074 |  2.59E-8 |  -7.24 |
2024HC                     |   12 |    *    | 2096-06-11 23:21 |  1.69E-6 |  -7.25 |  0 |   11.34  | 2096-2122 |  2.39E-6 |  -7.12 |
2023FY48                   |    9 |    *    | 2082-03-18 07:36 |  9.15E-7 |  -7.25 |  0 |   26.16  | 2082-2097 |  9.15E-7 |  -7.25 |
2018SD2                    |    8 |    *    | 2088-09-20 04:44 |  5.51E-6 |  -7.25 |  0 |   11.53  | 2065-2119 |  2.39E-5 |  -6.63 |
2020VH5                    |    5 |    *    | 2101-11-14 08:17 |  1.29E-5 |  -7.25 |  0 |   13.42  | 2101-2101 |  2.03E-5 |  -7.05 |
2021DA2                    |    5 |    *    | 2105-02-21 19:27 |  1.30E-5 |  -7.25 |  0 |   13.16  | 2064-2122 |  4.86E-5 |  -6.60 |
2006AU3                    |   19 |    *    | 2105-01-15 01:01 |  5.33E-7 |  -7.25 |  0 |   13.39  | 2105-2105 |  5.33E-7 |  -7.25 |
2023TY                     |    6 |    *    | 2083-10-03 07:24 |  4.67E-6 |  -7.26 |  0 |   17.17  | 2048-2121 |  1.31E-5 |  -6.82 |
2021GN10                   |    8 |    *    | 2116-04-17 03:01 |  4.17E-6 |  -7.26 |  0 |   16.45  | 2075-2116 |  4.44E-6 |  -7.21 |
2020YA1                    |   16 |    *    | 2110-10-09 11:47 |  1.17E-6 |  -7.26 |  0 |   11.66  | 2107-2118 |  1.30E-6 |  -7.22 |
2022FZ3                    |    6 |    *    | 2047-03-24 04:27 |  2.40E-6 |  -7.26 |  0 |   13.89  | 2047-2060 |  2.51E-6 |  -7.24 |
2010TN55                   |   14 |    *    | 2111-10-12 22:56 |  3.86E-7 |  -7.27 |  0 |   27.56  | 2074-2117 |  2.04E-6 |  -6.49 |
2012BW13                   |   13 |    *    | 2095-01-27 14:25 |  9.21E-7 |  -7.27 |  0 |   16.13  | 2072-2121 |  2.09E-6 |  -6.95 |
2019GS19                   |   28 |    *    | 2102-04-12 21:22 |  1.42E-7 |  -7.27 |  0 |   17.81  | 2069-2102 |  1.73E-7 |  -7.13 |
2020PX5                    |    4 |    *    | 2118-08-13 11:31 |  1.89E-5 |  -7.27 |  0 |   15.04  | 2098-2118 |  2.32E-5 |  -7.17 |
2016SU2                    |   11 |    *    | 2110-09-26 15:29 |  1.71E-6 |  -7.27 |  0 |   16.94  | 2102-2120 |  4.71E-6 |  -6.83 |
2024RE16                   |   14 |    *    | 2046-09-08 20:42 |  1.10E-7 |  -7.27 |  0 |   24.77  | 2046-2046 |  1.10E-7 |  -7.27 |
2018DB                     |   11 |    *    | 2119-02-24 15:19 |  1.36E-6 |  -7.28 |  0 |   19.63  | 2068-2121 |  1.55E-6 |  -7.21 |
2008CJ                     |   11 |    *    | 2106-02-02 01:44 |  1.38E-6 |  -7.28 |  0 |   12.95  | 2061-2106 |  1.38E-6 |  -7.28 |
2018BC                     |    5 |    *    | 2091-01-10 20:38 |  1.71E-5 |  -7.28 |  0 |   11.37  | 2083-2111 |  2.93E-5 |  -7.05 |
2011EC                     |   27 |    *    | 2051-05-24 19:26 |  7.90E-8 |  -7.28 |  0 |   13.10  | 2051-2071 |  8.24E-8 |  -7.27 |
2024RP1                    |    5 |    *    | 2095-09-03 20:34 |  8.88E-6 |  -7.29 |  0 |   12.87  | 2063-2122 |  2.90E-5 |  -6.82 |
2023HF7                    |   16 |    *    | 2064-05-01 01:55 |  2.30E-7 |  -7.29 |  0 |   17.57  | 2064-2064 |  2.30E-7 |  -7.29 |
2009SD15                   |   14 |    *    | 2121-09-15 15:01 |  6.94E-7 |  -7.29 |  0 |   17.72  | 2081-2121 |  7.70E-7 |  -7.24 |
2010JH80                   |   40 |    *    | 2082-05-05 10:45 |  1.33E-8 |  -7.29 |  0 |   29.13  | 2074-2082 |  1.39E-8 |  -7.27 |
2022AT1                    |   21 |    *    | 2122-01-04 19:39 |  3.70E-7 |  -7.29 |  0 |   16.69  | 2122-2122 |  3.70E-7 |  -7.29 |
2021JY3                    |    8 |    *    | 2102-05-14 10:01 |  6.01E-6 |  -7.29 |  0 |   11.82  | 2077-2111 |  1.15E-5 |  -7.01 |
2021PA15                   |   21 |    *    | 2114-08-06 06:57 |  4.25E-7 |  -7.29 |  0 |   14.32  | 2114-2114 |  4.25E-7 |  -7.29 |
2022YE                     |   40 |    *    | 2067-12-19 08:53 |  2.49E-8 |  -7.29 |  0 |   20.65  | 2064-2067 |  4.83E-8 |  -6.99 |
2008LE                     |   40 |    *    | 2035-05-23 23:30 |  3.73E-8 |  -7.29 |  0 |   13.44  | 2028-2120 |  4.19E-8 |  -7.26 |
2023HG7                    |   15 |    *    | 2117-04-28 19:19 |  7.86E-7 |  -7.30 |  0 |   16.42  | 2116-2121 |  8.63E-7 |  -7.26 |
2006BF56                   |    4 |    *    | 2106-01-28 16:05 |  5.28E-6 |  -7.30 |  0 |   28.49  | 2092-2118 |  2.24E-5 |  -6.69 |
2015YM1                    |    7 |    *    | 2096-06-16 15:47 |  4.54E-6 |  -7.30 |  0 |   13.09  | 2096-2121 |  6.22E-6 |  -7.18 |
2017FL64                   |    7 |    *    | 2118-02-25 12:40 |  9.07E-6 |  -7.30 |  0 |   11.44  | 2118-2118 |  9.07E-6 |  -7.30 |
2023HM                     |   10 |    *    | 2054-04-14 14:36 |  3.50E-7 |  -7.30 |  0 |   22.82  | 2051-2120 |  5.13E-7 |  -7.20 |
2023WY12                   |   60 |    *    | 2064-10-30 15:52 |  2.55E-8 |  -7.31 |  0 |   18.45  | 2064-2112 |  2.57E-8 |  -7.30 |
2011FA23                   |    6 |    *    | 2063-03-31 07:01 |  2.45E-6 |  -7.31 |  0 |   18.16  | 2025-2120 |  4.38E-6 |  -7.00 |
2020UC4                    |   23 |    *    | 2118-06-19 01:01 |  3.78E-7 |  -7.32 |  0 |   14.01  | 2084-2120 |  9.48E-7 |  -6.88 |
2021VW6                    |    6 |    *    | 2102-11-14 01:09 |  4.23E-6 |  -7.32 |  0 |   20.40  | 2075-2116 |  1.49E-5 |  -6.77 |
2022VF                     |   10 |    *    | 2092-05-03 19:56 |  2.35E-6 |  -7.32 |  0 |   12.87  | 2090-2121 |  7.58E-6 |  -6.89 |
2010XU                     |   30 |    *    | 2093-08-19 22:40 |  1.32E-7 |  -7.32 |  0 |   12.80  | 2058-2093 |  1.43E-7 |  -7.27 |
2020TK3                    |   12 |    *    | 2102-10-19 03:05 |  1.26E-6 |  -7.33 |  0 |   15.86  | 2063-2109 |  4.00E-6 |  -6.83 |
2017MD1                    |   40 |    *    | 2072-02-10 03:09 |  3.66E-8 |  -7.33 |  0 |   17.60  | 2067-2093 |  7.03E-8 |  -7.04 |
2020KU                     |    7 |    *    | 2089-05-24 02:06 |  4.33E-6 |  -7.33 |  0 |   13.15  | 2079-2108 |  1.33E-5 |  -6.84 |
2023KU2                    |   13 |    *    | 2117-05-28 02:57 |  7.60E-7 |  -7.34 |  0 |   18.74  | 2064-2117 |  9.70E-7 |  -7.14 |
2023HL5                    |   12 |    *    | 2110-10-23 10:34 |  1.48E-6 |  -7.34 |  0 |   13.87  | 2081-2122 |  3.53E-6 |  -6.96 |
2016TC57                   |   14 |    *    | 2112-10-14 08:58 |  9.85E-7 |  -7.34 |  0 |   14.19  | 2112-2112 |  9.85E-7 |  -7.34 |
2018FQ3                    |    7 |    *    | 2114-03-20 06:20 |  4.66E-6 |  -7.34 |  0 |   15.56  | 2070-2114 |  1.14E-5 |  -6.92 |
2019RQ2                    |   30 |    *    | 2080-12-24 05:24 |  8.19E-8 |  -7.34 |  0 |   16.46  | 2080-2105 |  8.93E-8 |  -7.31 |
